link,date,date_num,year,month,day,state,city,venue_name,venue_full,run_index,show_index,show_in_run,year_index,venue,is_radio,show_notes,n_songs,is_soundcheck,is_opening_act,weekday,is_fut
http://everydaycompanion.com/setlists/19900112a.asp,1990-01-12,19900112,1990,1,12,GA,ATLANTA,DEKALB JUNIOR COLLEGE,"DEKALB JUNIOR COLLEGE, ATLANTA, GA",242,390,3,8,"Dekalb Junior College, Atlanta, GA",0,[The Underhills opened],14,0,0,Friday,0
http://everydaycompanion.com/setlists/19900113a.asp,1990-01-13,19900113,1990,1,13,SC,COLUMBIA,GREENSTREET'S,"GREENSTREET'S, COLUMBIA, SC",242,391,4,9,"Greenstreet's, Columbia, SC",0,[First 'It Ain't No Use'; Instrumental 'It Ain't No Use'; 'Satisfied' rap during 'Barstools and Dreamers'],24,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900117a.asp,1990-01-17,19900117,1990,1,17,NC,CHAPEL HILL,CAT'S CRADLE,"CAT'S CRADLE, CHAPEL HILL, NC",243,392,1,10,"Cat's Cradle, Chapel Hill, NC",0,,16,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900118a.asp,1990-01-18,19900118,1990,1,18,NC,WINSTON-SALEM,ZIGGY'S,"ZIGGY'S, WINSTON-SALEM, NC",243,393,2,11,"Ziggy's, Winston-Salem, NC",0,,19,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900119a.asp,1990-01-19,19900119,1990,1,19,VA,SALEM,THE BARRELHOUSE,"THE BARRELHOUSE, SALEM, VA",243,394,3,12,"The Barrelhouse, Salem, VA",0,[Opened for Indecision],13,0,1,Friday,0
http://everydaycompanion.com/setlists/19900120a.asp,1990-01-20,19900120,1990,1,20,VA,CHARLOTTESVILLE,TRAX,"TRAX, CHARLOTTESVILLE, VA",243,395,4,13,"TRAX, Charlottesville, VA",0,[Opened for Indecision],14,0,1,Saturday,0
http://everydaycompanion.com/setlists/19900124a.asp,1990-01-24,19900124,1990,1,24,AL,BIRMINGHAM,THE NICK,"THE NICK, BIRMINGHAM, AL",244,396,1,14,"The Nick, Birmingham, AL",0,,24,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900125a.asp,1990-01-25,19900125,1990,1,25,AL,TUSCALOOSA,SALOMON'S,"SALOMON'S, TUSCALOOSA, AL",244,397,2,15,"Salomon's, Tuscaloosa, AL",0,,20,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900129a.asp,1990-01-29,19900129,1990,1,29,GA,SAVANNAH,CONGRESS STREET STATION,"CONGRESS STREET STATION, SAVANNAH, GA",245,398,1,16,"Congress Street Station, Savannah, GA",0,,22,0,0,Monday,0
http://everydaycompanion.com/setlists/19900130a.asp,1990-01-30,19900130,1990,1,30,GA,STATESBORO,ROCKING EAGLE,"ROCKING EAGLE, STATESBORO, GA",245,399,2,17,"Rocking Eagle, Statesboro, GA",0,,19,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19900131a.asp,1990-01-31,19900131,1990,1,31,SC,CHARLESTON,MYSKIN'S,"MYSKIN'S, CHARLESTON, SC",245,400,3,18,"Myskin's, Charleston, SC",0,[Phish opened],13,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900201a.asp,1990-02-01,19900201,1990,2,1,GA,ATHENS,GEORGIA THEATRE,"GEORGIA THEATRE, ATHENS, GA",245,401,4,19,"Georgia Theatre, Athens, GA",0,[Phish opened],17,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900202a.asp,1990-02-02,19900202,1990,2,2,GA,GAINESVILLE,BRENAU COLLEGE,"BRENAU COLLEGE, GAINESVILLE, GA",245,402,5,20,"Brenau College, Gainesville, GA",0,,21,0,0,Friday,0
http://everydaycompanion.com/setlists/19900203a.asp,1990-02-03,19900203,1990,2,3,GA,ATLANTA,COTTON CLUB,"COTTON CLUB, ATLANTA, GA",245,403,6,21,"Cotton Club, Atlanta, GA",0,[Phish opened],22,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900207a.asp,1990-02-07,19900207,1990,2,7,VA,ALEXANDRIA,THE BIRCHMERE,"THE BIRCHMERE, ALEXANDRIA, VA",246,404,1,22,"The Birchmere, Alexandria, VA",0,,16,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900208a.asp,1990-02-08,19900208,1990,2,8,MD,BALTIMORE,8X10 CLUB,"8X10 CLUB, BALTIMORE, MD",246,405,2,23,"8x10 Club, Baltimore, MD",0,,18,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900209a.asp,1990-02-09,19900209,1990,2,9,PA,AMBLER,AMBLER CABARET,"AMBLER CABARET, AMBLER, PA",246,406,3,24,"Ambler Cabaret, Ambler, PA",0,[Opened for The Living Earth],10,0,1,Friday,0
http://everydaycompanion.com/setlists/19900210a.asp,1990-02-10,19900210,1990,2,10,NY,NEW YORK,WETLANDS PRESERVE,"WETLANDS PRESERVE, NEW YORK, NY",246,407,4,25,"Wetlands Preserve, New York, NY",0,[The Spin Doctors opened],22,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900211a.asp,1990-02-11,19900211,1990,2,11,NY,ITHACA,"FRATERNITY CONFEDERATION, CORNELL UNIVERSITY","FRATERNITY CONFEDERATION, CORNELL UNIVERSITY, ITHACA, NY",246,408,5,26,"Fraternity Confederation, Cornell University, Ithaca, NY",0,,24,0,0,Sunday,0
http://everydaycompanion.com/setlists/19900212a.asp,1990-02-12,19900212,1990,2,12,NY,ITHACA,THE HAUNT,"THE HAUNT, ITHACA, NY",246,409,6,27,"The Haunt, Ithaca, NY",0,,24,0,0,Monday,0
http://everydaycompanion.com/setlists/19900215a.asp,1990-02-15,19900215,1990,2,15,RI,PROVIDENCE,THE LIVING ROOM,"THE LIVING ROOM, PROVIDENCE, RI",247,410,1,28,"The Living Room, Providence, RI",0,[Opened for Phish],9,0,1,Thursday,0
http://everydaycompanion.com/setlists/19900216a.asp,1990-02-16,19900216,1990,2,16,MA,BOSTON,PARADISE ROCK CLUB,"PARADISE ROCK CLUB, BOSTON, MA",247,411,2,29,"Paradise Rock Club, Boston, MA",0,[Opened for Phish],10,0,1,Friday,0
http://everydaycompanion.com/setlists/19900217a.asp,1990-02-17,19900217,1990,2,17,MA,AMHERST,AMHERST BALLROOM,"AMHERST BALLROOM, AMHERST, MA",247,412,3,30,"Amherst Ballroom, Amherst, MA",0,[Opened for Phish and Gene Mathews],10,0,1,Saturday,0
http://everydaycompanion.com/setlists/19900221a.asp,1990-02-21,19900221,1990,2,21,MS,JACKSON,W.C. DON'S,"W.C. DON'S, JACKSON, MS",248,413,1,31,"W.C. Don's, Jackson, MS",0,[Bently Tock opened],19,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900222a.asp,1990-02-22,19900222,1990,2,22,MS,OXFORD,THE OXFORD ALLEY,"THE OXFORD ALLEY, OXFORD, MS",248,414,2,32,"The Oxford Alley, Oxford, MS",0,[The Scam opened],15,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900223a.asp,1990-02-23,19900223,1990,2,23,TN,MEMPHIS,ANTENNA CLUB,"ANTENNA CLUB, MEMPHIS, TN",248,415,3,33,"Antenna Club, Memphis, TN",0,,23,0,0,Friday,0
http://everydaycompanion.com/setlists/19900224a.asp,1990-02-24,19900224,1990,2,24,TN,MURFREESBORO,MAIN STREET,"MAIN STREET, MURFREESBORO, TN",248,416,4,34,"Main Street, Murfreesboro, TN",0,[Pipe Down Otis and Pirates In Love opened],19,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900226a.asp,1990-02-26,19900226,1990,2,26,LA,NEW ORLEANS,"SIGMA ALPHA EPSILON HOUSE, TULANE UNIVERSITY","SIGMA ALPHA EPSILON HOUSE, TULANE UNIVERSITY, NEW ORLEANS, LA",249,417,1,35,"Sigma Alpha Epsilon House, Tulane University, New Orleans, LA",0,,25,0,0,Monday,0
http://everydaycompanion.com/setlists/19900228a.asp,1990-02-28,19900228,1990,2,28,TX,HOUSTON,FITZGERALD'S,"FITZGERALD'S, HOUSTON, TX",250,418,1,36,"Fitzgerald's, Houston, TX",0,[The Chamberlain's opened],15,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900302a.asp,1990-03-02,19900302,1990,3,2,TX,AUSTIN,LIBERTY LUNCH,"LIBERTY LUNCH, AUSTIN, TX",251,419,1,37,"Liberty Lunch, Austin, TX",0,[Opened for Jesus and the Reevers],8,0,1,Friday,0
http://everydaycompanion.com/setlists/19900303a.asp,1990-03-03,19900303,1990,3,3,TX,DALLAS,RHYTHM ROOM,"RHYTHM ROOM, DALLAS, TX",251,420,2,38,"Rhythm Room, Dallas, TX",0,"[Soundcheck: 'She Caught The Katy', 'Ophelia']",29,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900306a.asp,1990-03-06,19900306,1990,3,6,CO,TELLURIDE,FLY ME TO THE MOON SALOON,"FLY ME TO THE MOON SALOON, TELLURIDE, CO",252,421,1,39,"Fly Me To The Moon Saloon, Telluride, CO",0,,22,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19900307a.asp,1990-03-07,19900307,1990,3,7,CO,TELLURIDE,FLY ME TO THE MOON SALOON,"FLY ME TO THE MOON SALOON, TELLURIDE, CO",252,422,2,40,"Fly Me To The Moon Saloon, Telluride, CO",0,,24,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900308a.asp,1990-03-08,19900308,1990,3,8,CO,CRESTED BUTTE,EL DORADO CAFÉ,"EL DORADO CAFÉ, CRESTED BUTTE, CO",252,423,3,41,"El Dorado Café, Crested Butte, CO",0,[First 'Fishwater'],29,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900309a.asp,1990-03-09,19900309,1990,3,9,CO,CRESTED BUTTE,EL DORADO CAFÉ,"EL DORADO CAFÉ, CRESTED BUTTE, CO",252,424,4,42,"El Dorado Café, Crested Butte, CO",0,,21,0,0,Friday,0
http://everydaycompanion.com/setlists/19900310a.asp,1990-03-10,19900310,1990,3,10,CO,CRESTED BUTTE,EL DORADO CAFÉ,"EL DORADO CAFÉ, CRESTED BUTTE, CO",252,425,5,43,"El Dorado Café, Crested Butte, CO",0,,23,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900312a.asp,1990-03-12,19900312,1990,3,12,CO,STEAMBOAT SPRINGS,THE INFERNO,"THE INFERNO, STEAMBOAT SPRINGS, CO",253,426,1,44,"The Inferno, Steamboat Springs, CO",0,[Opened for Little Women],12,0,1,Monday,0
http://everydaycompanion.com/setlists/19900313a.asp,1990-03-13,19900313,1990,3,13,CO,STEAMBOAT SPRINGS,THE INFERNO,"THE INFERNO, STEAMBOAT SPRINGS, CO",253,427,2,45,"The Inferno, Steamboat Springs, CO",0,[Opened for Little Women],11,0,1,Tuesday,0
http://everydaycompanion.com/setlists/19900314a.asp,1990-03-14,19900314,1990,3,14,CO,FORT COLLINS,LINDENS,"LINDENS, FORT COLLINS, CO",253,428,3,46,"Lindens, Fort Collins, CO",0,[Opened for Little Women],9,0,1,Wednesday,0
http://everydaycompanion.com/setlists/19900315a.asp,1990-03-15,19900315,1990,3,15,CO,BOULDER,BOULDER THEATER,"BOULDER THEATER, BOULDER, CO",253,429,4,47,"Boulder Theater, Boulder, CO",0,[Opened for Little Women],12,0,1,Thursday,0
http://everydaycompanion.com/setlists/19900316a.asp,1990-03-16,19900316,1990,3,16,CO,ASPEN,PARADISE ROCK CLUB,"PARADISE ROCK CLUB, ASPEN, CO",253,430,5,48,"Paradise Rock Club, Aspen, CO",0,[Opened for Little Women],9,0,1,Friday,0
http://everydaycompanion.com/setlists/19900317a.asp,1990-03-17,19900317,1990,3,17,CO,ASPEN,PARADISE ROCK CLUB,"PARADISE ROCK CLUB, ASPEN, CO",253,431,6,49,"Paradise Rock Club, Aspen, CO",0,"['It Ain't No Use' dedicated to the crew for ""putting up with the soundchecks""; Opened for Little Women; Little Women encore featured ""Widespread Women"" playing 'Cisco Kid'; Jerry announces ""Widespread Women"" this way: ""Jeff Jones on the keyboards, JB on the gtr with Bungles, Steve Jeries gtr, Michael lead gtr, Greg Freeman on prcssn, Sunny on prcssn, Todd on prcssn, Fran Rosen on the drums, & the man Dave on the bass gtr.""]",8,0,1,Saturday,0
http://everydaycompanion.com/setlists/19900323a.asp,1990-03-23,19900323,1990,3,23,GA,ATLANTA,CENTER STAGE,"CENTER STAGE, ATLANTA, GA",254,432,1,50,"Center Stage, Atlanta, GA",0,[Col. Bruce Hampton & the Aquarium Rescue Unit opened],20,0,0,Friday,0
http://everydaycompanion.com/setlists/19900324a.asp,1990-03-24,19900324,1990,3,24,TX,DALLAS,FAIRMOUNT HOTEL,"FAIRMOUNT HOTEL, DALLAS, TX",254,433,2,51,"Fairmount Hotel, Dallas, TX",0,[Phi Delta Theta fraternity party],10,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900404a.asp,1990-04-04,19900404,1990,4,4,GA,STATESBORO,ROCKING EAGLE,"ROCKING EAGLE, STATESBORO, GA",255,434,1,52,"Rocking Eagle, Statesboro, GA",0,,21,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900405a.asp,1990-04-05,19900405,1990,4,5,FL,TALLAHASSEE,"THE CLUB DOWN UNDER, FLORIDA STATE UNIVERSITY","THE CLUB DOWN UNDER, FLORIDA STATE UNIVERSITY, TALLAHASSEE, FL",255,435,2,53,"The Club Down Under, Florida State University, Tallahassee, FL",0,,17,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900406a.asp,1990-04-06,19900406,1990,4,6,AL,AUBURN,DARNELLS,"DARNELLS, AUBURN, AL",255,436,3,54,"Darnells, Auburn, AL",0,[First 'The Earth Will Swallow You'; 5 O'Clock Charlie opened],21,0,0,Friday,0
http://everydaycompanion.com/setlists/19900407a.asp,1990-04-07,19900407,1990,4,7,TN,CHATTANOOGA,BAYLOR SCHOOL,"BAYLOR SCHOOL, CHATTANOOGA, TN",255,437,4,55,"Baylor School, Chattanooga, TN",0,[Opened for Lets Active],14,0,1,Saturday,0
http://everydaycompanion.com/setlists/19900412a.asp,1990-04-12,19900412,1990,4,12,GA,ATHENS,GEORGIA THEATRE,"GEORGIA THEATRE, ATHENS, GA",256,438,1,56,"Georgia Theatre, Athens, GA",0,,22,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900413a.asp,1990-04-13,19900413,1990,4,13,GA,ATHENS,GEORGIA THEATRE,"GEORGIA THEATRE, ATHENS, GA",256,439,2,57,"Georgia Theatre, Athens, GA",0,,20,0,0,Friday,0
http://everydaycompanion.com/setlists/19900420a.asp,1990-04-20,19900420,1990,4,20,TN,MURFREESBORO,MAIN STREET,"MAIN STREET, MURFREESBORO, TN",257,440,1,58,"Main Street, Murfreesboro, TN",0,[Only 'Snorkle Search'],27,0,0,Friday,0
http://everydaycompanion.com/setlists/19900421a.asp,1990-04-21,19900421,1990,4,21,TN,MEMPHIS,ANTENNA CLUB,"ANTENNA CLUB, MEMPHIS, TN",257,441,2,59,"Antenna Club, Memphis, TN",0,"[Soundcheck: 'She Caught The Katy', 'Space Wrangler']",22,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900425a.asp,1990-04-25,19900425,1990,4,25,AL,TUSCALOOSA,SALOMON'S,"SALOMON'S, TUSCALOOSA, AL",258,442,1,60,"Salomon's, Tuscaloosa, AL",0,,20,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900426a.asp,1990-04-26,19900426,1990,4,26,TN,NASHVILLE,EXIT/IN,"EXIT/IN, NASHVILLE, TN",258,443,2,61,"Exit/In, Nashville, TN",0,,19,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900427a.asp,1990-04-27,19900427,1990,4,27,GA,ATLANTA,"EGYPTIAN BALLROOM, FOX THEATER","EGYPTIAN BALLROOM, FOX THEATER, ATLANTA, GA",258,444,3,62,"Egyptian Ballroom, Fox Theater, Atlanta, GA",0,[Lovett Academy Senior Prom],17,0,0,Friday,0
http://everydaycompanion.com/setlists/19900428a.asp,1990-04-28,19900428,1990,4,28,TN,SEWANEE,"CRAVEN'S AUDITORIUM, UNIVERSITY OF THE SOUTH","CRAVEN'S AUDITORIUM, UNIVERSITY OF THE SOUTH, SEWANEE, TN",258,445,4,63,"Craven's Auditorium, University of the South, Sewanee, TN",0,[University of the South Spring Festival; Opened for Will & the Bushmen and Love Tractor],15,0,1,Saturday,0
http://everydaycompanion.com/setlists/19900503a.asp,1990-05-03,19900503,1990,5,3,NY,NEW YORK,WETLANDS PRESERVE,"WETLANDS PRESERVE, NEW YORK, NY",259,446,1,64,"Wetlands Preserve, New York, NY",0,[The Spin Doctors opened],14,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900504a.asp,1990-05-04,19900504,1990,5,4,MA,BOSTON,THE RATSKELLER,"THE RATSKELLER, BOSTON, MA",259,447,2,65,"The Ratskeller, Boston, MA",0,"[Ugly Rumors, We Saw the Wolf, and Joe opened]",10,0,0,Friday,0
http://everydaycompanion.com/setlists/19900505a.asp,1990-05-05,19900505,1990,5,5,MA,NORTHAMPTON,PEARL STREET,"PEARL STREET, NORTHAMPTON, MA",259,448,3,66,"Pearl Street, Northampton, MA",0,,21,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900506a.asp,1990-05-06,19900506,1990,5,6,CT,NEW HAVEN,TOAD'S PLACE,"TOAD'S PLACE, NEW HAVEN, CT",259,449,4,67,"Toad's Place, New Haven, CT",0,[Opened for Phish],7,0,1,Sunday,0
http://everydaycompanion.com/setlists/19900510a.asp,1990-05-10,19900510,1990,5,10,NJ,PRINCETON,THE SOCIAL CLUB,"THE SOCIAL CLUB, PRINCETON, NJ",260,450,1,68,"The Social Club, Princeton, NJ",0,,22,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900511a.asp,1990-05-11,19900511,1990,5,11,RI,PROVIDENCE,THE LIVING ROOM,"THE LIVING ROOM, PROVIDENCE, RI",260,451,2,69,"The Living Room, Providence, RI",0,[Opened for Phish],10,0,1,Friday,0
http://everydaycompanion.com/setlists/19900516a.asp,1990-05-16,19900516,1990,5,16,NC,CHARLOTTE,PTERODACTYL CLUB,"PTERODACTYL CLUB, CHARLOTTE, NC",261,452,1,70,"Pterodactyl Club, Charlotte, NC",0,,22,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900517a.asp,1990-05-17,19900517,1990,5,17,SC,GREENVILLE,AL'S PUMPHOUSE,"AL'S PUMPHOUSE, GREENVILLE, SC",261,453,2,71,"Al's Pumphouse, Greenville, SC",0,,24,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900518a.asp,1990-05-18,19900518,1990,5,18,NC,CHAPEL HILL,CAT'S CRADLE,"CAT'S CRADLE, CHAPEL HILL, NC",261,454,3,72,"Cat's Cradle, Chapel Hill, NC",0,,22,0,0,Friday,0
http://everydaycompanion.com/setlists/19900519a.asp,1990-05-19,19900519,1990,5,19,VA,LEXINGTON,"ZOLLMAN'S PAVILLION, WASHINGTON AND LEE UNIVERSITY","ZOLLMAN'S PAVILLION, WASHINGTON AND LEE UNIVERSITY, LEXINGTON, VA",261,455,4,73,"Zollman's Pavillion, Washington and Lee University, Lexington, VA",0,,22,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900523a.asp,1990-05-23,19900523,1990,5,23,TN,CHATTANOOGA,BANGTOWN,"BANGTOWN, CHATTANOOGA, TN",262,456,1,74,"Bangtown, Chattanooga, TN",0,"[Psycho Bible opened; Last 'Arleen' - 05/09/88, 271 shows]",22,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900524a.asp,1990-05-24,19900524,1990,5,24,KY,LEXINGTON,WROCKLEDGE,"WROCKLEDGE, LEXINGTON, KY",262,457,2,75,"Wrockledge, Lexington, KY",0,,17,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900525a.asp,1990-05-25,19900525,1990,5,25,KY,LOUISVILLE,TEWLIGAN'S,"TEWLIGAN'S, LOUISVILLE, KY",262,458,3,76,"Tewligan's, Louisville, KY",0,['Bowlegged Woman' began JB solo; Bill Kay opened],16,0,0,Friday,0
http://everydaycompanion.com/setlists/19900526a.asp,1990-05-26,19900526,1990,5,26,OH,CINCINNATI,RIPLEY'S,"RIPLEY'S, CINCINNATI, OH",262,459,4,77,"Ripley's, Cincinnati, OH",0,,20,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900602a.asp,1990-06-02,19900602,1990,6,2,GA,DAHLONEGA,THE CAVE,"THE CAVE, DAHLONEGA, GA",263,460,1,78,"The Cave, Dahlonega, GA",0,['Jam' before 'Chilly Water' featured Dave yelling maniacally; False start to 'Impossible'; Brief power outage before 'Drums'; Police stopped the show as 'Contentment Blues' ended and 'Jam' (Coconut?) started],26,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900605a.asp,1990-06-05,19900605,1990,6,5,GA,ATHENS,GEORGIA THEATRE,"GEORGIA THEATRE, ATHENS, GA",264,461,1,79,"Georgia Theatre, Athens, GA",0,,4,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19900606a.asp,1990-06-06,19900606,1990,6,6,SC,COLUMBIA,GREENSTREET'S,"GREENSTREET'S, COLUMBIA, SC",264,462,2,80,"Greenstreet's, Columbia, SC",0,,23,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900607a.asp,1990-06-07,19900607,1990,6,7,GA,ATLANTA,COTTON CLUB,"COTTON CLUB, ATLANTA, GA",264,463,3,81,"Cotton Club, Atlanta, GA",0,['Porch Song' JB and Mike; The Mundahs opened],19,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900608a.asp,1990-06-08,19900608,1990,6,8,AL,BIRMINGHAM,THE NICK,"THE NICK, BIRMINGHAM, AL",264,464,4,82,"The Nick, Birmingham, AL",0,,20,0,0,Friday,0
http://everydaycompanion.com/setlists/19900610a.asp,1990-06-10,19900610,1990,6,10,AL,TUSCALOOSA,SALOMON'S,"SALOMON'S, TUSCALOOSA, AL",265,465,1,83,"Salomon's, Tuscaloosa, AL",0,,20,0,0,Sunday,0
http://everydaycompanion.com/setlists/19900614a.asp,1990-06-14,19900614,1990,6,14,NC,RALEIGH,THE BREWERY,"THE BREWERY, RALEIGH, NC",266,466,1,84,"The Brewery, Raleigh, NC",0,,18,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900615a.asp,1990-06-15,19900615,1990,6,15,VA,CHARLOTTESVILLE,TRAX,"TRAX, CHARLOTTESVILLE, VA",266,467,2,85,"TRAX, Charlottesville, VA",0,[Rappahanok River Band opened],19,0,0,Friday,0
http://everydaycompanion.com/setlists/19900616a.asp,1990-06-16,19900616,1990,6,16,VA,SALEM,THE BARRELHOUSE,"THE BARRELHOUSE, SALEM, VA",266,468,3,86,"The Barrelhouse, Salem, VA",0,,18,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900617a.asp,1990-06-17,19900617,1990,6,17,VA,RICHMOND,THE JADE ELEPHANT,"THE JADE ELEPHANT, RICHMOND, VA",266,469,4,87,"The Jade Elephant, Richmond, VA",0,[Crystal Sky opened],14,0,0,Sunday,0
http://everydaycompanion.com/setlists/19900621a.asp,1990-06-21,19900621,1990,6,21,TN,NASHVILLE,EXIT/IN,"EXIT/IN, NASHVILLE, TN",267,470,1,88,"Exit/In, Nashville, TN",0,,23,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900622a.asp,1990-06-22,19900622,1990,6,22,TN,MEMPHIS,ANTENNA CLUB,"ANTENNA CLUB, MEMPHIS, TN",267,471,2,89,"Antenna Club, Memphis, TN",0,,22,0,0,Friday,0
http://everydaycompanion.com/setlists/19900623a.asp,1990-06-23,19900623,1990,6,23,MS,OXFORD,SYD N' HARRY'S,"SYD N' HARRY'S, OXFORD, MS",267,472,3,90,"Syd n' Harry's, Oxford, MS",0,,17,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900625a.asp,1990-06-25,19900625,1990,6,25,GA,ATHENS,GEORGIA THEATRE,"GEORGIA THEATRE, ATHENS, GA",268,473,1,91,"Georgia Theatre, Athens, GA",0,[First 'Fixin' To Die'],20,0,0,Monday,0
http://everydaycompanion.com/setlists/19900626a.asp,1990-06-26,19900626,1990,6,26,GA,ATHENS,GEORGIA THEATRE,"GEORGIA THEATRE, ATHENS, GA",268,474,2,92,"Georgia Theatre, Athens, GA",0,,19,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19900629a.asp,1990-06-29,19900629,1990,6,29,SC,HILTON HEAD,OLD POST OFFICE,"OLD POST OFFICE, HILTON HEAD, SC",269,475,1,93,"Old Post Office, Hilton Head, SC",0,[The Mundahs opened],22,0,0,Friday,0
http://everydaycompanion.com/setlists/19900630a.asp,1990-06-30,19900630,1990,6,30,SC,HILTON HEAD,OLD POST OFFICE,"OLD POST OFFICE, HILTON HEAD, SC",269,476,2,94,"Old Post Office, Hilton Head, SC",0,[The Mundahs opened],14,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900704a.asp,1990-07-04,19900704,1990,7,4,SC,COLUMBIA,STADIUM PLACE,"STADIUM PLACE, COLUMBIA, SC",270,477,1,95,"Stadium Place, Columbia, SC",0,"[Fourth of July Explosion; Left Exit, Architypes, and Indecision opened]",16,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900705a.asp,1990-07-05,19900705,1990,7,5,SC,CHARLESTON,MYSKIN'S,"MYSKIN'S, CHARLESTON, SC",270,478,2,96,"Myskin's, Charleston, SC",0,[First 'Sun Keep'],22,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900707a.asp,1990-07-07,19900707,1990,7,7,SC,COLUMBIA,GREENSTREET'S,"GREENSTREET'S, COLUMBIA, SC",271,479,1,97,"Greenstreet's, Columbia, SC",0,[First 'Dog Song'],22,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900711a.asp,1990-07-11,19900711,1990,7,11,DC,WASHINGTON,THE BAYOU,"THE BAYOU, WASHINGTON, DC",272,480,1,98,"The Bayou, Washington, DC",0,[Sam Pointer opened],17,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900713a.asp,1990-07-13,19900713,1990,7,13,MD,BALTIMORE,8X10 CLUB,"8X10 CLUB, BALTIMORE, MD",273,481,1,99,"8x10 Club, Baltimore, MD",0,[Jello Boys opened],16,0,0,Friday,0
http://everydaycompanion.com/setlists/19900714a.asp,1990-07-14,19900714,1990,7,14,NY,NEW YORK,WETLANDS PRESERVE,"WETLANDS PRESERVE, NEW YORK, NY",273,482,2,100,"Wetlands Preserve, New York, NY",0,[Music business showcase; Beanland and Crystal Zoo also appeared (Panic played second)],15,0,0,Saturday,0
http://everydaycompanion.com/setlists/19900717a.asp,1990-07-17,19900717,1990,7,17,MA,NANTUCKET,THE MUSE,"THE MUSE, NANTUCKET, MA",274,483,1,101,"The Muse, Nantucket, MA",0,,20,0,0,Tuesday,0
http://everydaycompanion.com/setlists/19900718a.asp,1990-07-18,19900718,1990,7,18,RI,PROVIDENCE,THE LIVING ROOM,"THE LIVING ROOM, PROVIDENCE, RI",274,484,2,102,"The Living Room, Providence, RI",0,,16,0,0,Wednesday,0
http://everydaycompanion.com/setlists/19900719a.asp,1990-07-19,19900719,1990,7,19,MA,CAMBRIDGE,T.T. THE BEAR'S,"T.T. THE BEAR'S, CAMBRIDGE, MA",274,485,3,103,"T.T. the Bear's, Cambridge, MA",0,[Shockra opened],10,0,0,Thursday,0
http://everydaycompanion.com/setlists/19900720a.asp,1990-07-20,19900720,1990,7,20,VT,BURLINGTON,THE FRONT,"THE FRONT, BURLINGTON, VT",274,486,4,104,"The Front, Burlington, VT",0,[Bad Weather opened],23,0,0,Friday,0
http://everydaycompanion.com/setlists/19900721a.asp,1990-07-21,19900721,1990,7,21,VA,CHARLOTTESVILLE,TRAX,"TRAX, CHARLOTTESVILLE, VA",274,487,5,105,"TRAX, Charlottesville, VA",0,,20,0,0,Saturday,0
